OBJECTID,DATE,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown
1,03/29/2020 10:00:00 AM,4,21,165,203,241,243,191,117,54,
2,03/30/2020 10:00:00 AM,5,27,188,247,262,274,219,139,53,
3,03/31/2020 10:00:00 AM,6,32,215,290,304,335,260,157,61,
4,04/01/2020 10:00:00 AM,6,39,252,345,372,396,309,187,79,
5,04/02/2020 10:00:00 AM,9,46,286,410,437,471,357,217,98,
6,04/03/2020 10:00:00 AM,9,55,335,485,509,552,423,266,124,
7,04/04/2020 10:00:00 AM,13,65,379,557,575,625,473,299,139,
8,04/05/2020 10:00:00 AM,16,69,422,638,666,736,546,354,162,
9,04/06/2020 10:00:00 AM,16,76,469,718,737,825,597,407,200,
10,04/07/2020 10:00:00 AM,21,82,505,773,795,891,643,445,216,
11,04/08/2020 10:00:00 AM,27,109,625,968,1015,1135,833,550,267,
12,04/09/2020 10:00:00 AM,33,127,701,1076,1145,1282,913,600,308,
13,04/10/2020 10:00:00 AM,36,146,772,1205,1281,1421,1051,685,371,
14,04/11/2020 10:00:00 AM,45,162,855,1317,1413,1565,1141,757,439,
15,04/12/2020 10:00:00 AM,52,172,906,1390,1504,1675,1212,816,498,
16,04/13/2020 10:00:00 AM,63,190,970,1511,1637,1801,1317,877,570,
17,04/14/2020 10:00:00 AM,70,199,1030,1603,1740,1902,1389,935,604,0
18,04/15/2020 10:00:00 AM,74,204,1089,1670,1808,2005,1474,1010,698,0
19,04/16/2020 10:00:00 AM,86,231,1162,1784,1951,2138,1602,1065,765,0
20,04/17/2020 10:00:00 AM,86,242,1227,1882,2088,2287,1710,1171,879,0
21,04/18/2020 10:00:00 AM,89,254,1311,2010,2215,2399,1831,1253,946,0
22,04/19/2020 10:00:00 AM,93,277,1391,2100,2312,2492,1898,1286,981,0
23,04/20/2020 10:00:00 AM,108,300,1488,2245,2442,2632,2015,1385,1069,0
24,04/21/2020 10:00:00 AM,118,318,1543,2329,2539,2712,2083,1432,1119,0
25,04/22/2020 10:00:00 AM,132,337,1595,2415,2611,2805,2156,1512,1212,0
26,04/23/2020 10:00:00 AM,152,369,1708,2604,2786,2960,2269,1593,1296,0
27,04/24/2020 10:00:00 AM,164,395,1833,2757,2931,3094,2383,1680,1379,0
28,04/25/2020 10:00:00 AM,189,441,1982,2963,3155,3288,2548,1766,1434,0
29,04/26/2020 10:00:00 AM,212,463,2097,3109,3270,3414,2651,1837,1528,0
30,04/27/2020 10:00:00 AM,228,490,2217,3264,3436,3556,2758,1916,1622,0
31,04/28/2020 10:00:00 AM,246,512,2293,3367,3555,3675,2835,1973,1657,0
32,04/29/2020 10:00:00 AM,256,539,2393,3511,3696,3792,2927,2035,1700,0
33,04/30/2020 10:00:00 AM,294,573,2525,3684,3871,3939,3010,2083,1763,0
34,05/01/2020 10:00:00 AM,330,652,2742,4025,4226,4242,3215,2181,1859,0
35,05/02/2020 10:00:00 AM,348,701,2868,4207,4377,4400,3350,2270,1952,0
36,05/03/2020 10:00:00 AM,369,743,3043,4388,4534,4532,3459,2338,2056,0
37,05/04/2020 10:00:00 AM,385,769,3184,4550,4696,4687,3569,2424,2144,0
38,05/05/2020 10:00:00 AM,398,791,3287,4687,4841,4820,3636,2465,2192,0
39,05/06/2020 10:00:00 AM,416,834,3474,4894,5031,4996,3734,2524,2260,0
40,05/07/2020 10:00:00 AM,435,898,3681,5161,5269,5161,3860,2592,2317,0
41,05/08/2020 10:00:00 AM,486,969,3848,5376,5468,5311,3972,2666,2389,0
42,05/09/2020 10:00:00 AM,516,1015,3993,5575,5675,5464,4077,2738,2481,0
43,05/10/2020 10:00:00 AM,546,1078,4160,5777,5840,5609,4189,2801,2587,0
44,05/11/2020 10:00:00 AM,570,1131,4299,5952,5989,5707,4255,2840,2630,0
45,05/12/2020 10:00:00 AM,608,1183,4399,6084,6119,5791,4318,2884,2675,0
46,05/13/2020 10:00:00 AM,635,1238,4517,6236,6282,5898,4394,2912,2700,0
47,05/14/2020 10:00:00 AM,671,1299,4685,6475,6440,6033,4487,3004,2809,0
48,05/15/2020 10:00:00 AM,716,1383,4849,6699,6635,6194,4577,3076,2857,0
49,05/16/2020 10:00:00 AM,743,1437,5000,6880,6818,6354,4665,3142,2929,0
50,05/17/2020 10:00:00 AM,778,1480,5143,7072,6958,6484,4744,3189,2956,0
51,05/18/2020 10:00:00 AM,811,1549,5279,7266,7135,6605,4834,3244,3039,0
52,05/19/2020 10:00:00 AM,837,1602,5520,7617,7495,6964,5050,3351,3110,0
53,05/20/2020 10:00:00 AM,887,1660,5623,7777,7640,7066,5134,3388,3148,0
54,05/21/2020 10:00:00 AM,928,1736,5826,8031,7868,7267,5244,3439,3192,0
55,05/22/2020 10:00:00 AM,956,1785,5967,8189,8052,7392,5336,3498,3249,0
56,05/23/2020 10:00:00 AM,989,1852,6146,8425,8264,7556,5428,3541,3294,0
57,05/24/2020 10:00:00 AM,1018,1899,6270,8587,8411,7667,5511,3596,3354,0
58,05/25/2020 10:00:00 AM,1052,1951,6405,8728,8546,7790,5623,3644,3413,0
59,05/26/2020 10:00:00 AM,1068,1979,6480,8807,8644,7888,5678,3681,3462,0
60,05/27/2020 10:00:00 AM,1119,2025,6597,8940,8754,7994,5751,3724,3519,0
61,05/28/2020 10:00:00 AM,1182,2119,6815,9214,8989,8176,5867,3780,3567,0
62,05/29/2020 10:00:00 AM,1224,2191,7033,9460,9212,8354,5996,3877,3641,0
63,05/30/2020 10:00:00 AM,1253,2264,7187,9671,9403,8484,6116,3932,3705,0
64,05/31/2020 10:00:00 AM,1274,2319,7312,9815,9505,8596,6203,3986,3768,0
65,06/01/2020 10:00:00 AM,1294,2351,7397,9938,9598,8671,6261,4014,3803,0
66,06/02/2020 10:00:00 AM,1343,2403,7499,10085,9734,8793,6357,4080,3881,0
67,06/03/2020 10:00:00 AM,1393,2473,7621,10225,9868,8879,6461,4134,3928,0
68,06/04/2020 10:00:00 AM,1422,2538,7768,10375,10033,9006,6536,4190,3990,0
69,06/05/2020 10:00:00 AM,1457,2604,7938,10569,10191,9142,6626,4234,4009,0
70,06/06/2020 10:00:00 AM,1487,2648,8065,10702,10326,9239,6705,4272,4038,0
71,06/07/2020 10:00:00 AM,1506,2689,8144,10803,10415,9298,6751,4304,4063,0
72,06/08/2020 10:00:00 AM,1521,2723,8216,10901,10500,9365,6782,4323,4073,0
73,06/09/2020 10:00:00 AM,1541,2750,8319,10979,10596,9438,6832,4360,4089,0
74,06/10/2020 10:00:00 AM,1573,2791,8408,11089,10698,9522,6879,4389,4116,0
75,06/11/2020 10:00:00 AM,1608,2839,8531,11238,10838,9611,6941,4429,4162,0
76,06/12/2020 10:00:00 AM,1626,2879,8604,11321,10903,9670,6973,4450,4187,0
77,06/13/2020 10:00:00 AM,1720,2958,8710,11417,10998,9746,7036,4485,4235,0
78,06/14/2020 10:00:00 AM,1739,2993,8785,11502,11052,9797,7075,4510,4248,0
79,06/15/2020 10:00:00 AM,1759,3018,8856,11577,11111,9841,7094,4521,4255,0
80,06/16/2020 10:00:00 AM,1773,3036,8930,11655,11183,9894,7125,4546,4267,0
81,06/17/2020 10:00:00 AM,1792,3068,9025,11737,11277,9975,7196,4590,4309,0
82,06/18/2020 10:00:00 AM,1819,3102,9078,11788,11321,9998,7210,4600,4313,0
83,06/19/2020 10:00:00 AM,1831,3123,9121,11838,11368,10058,7238,4627,4344,0
84,06/20/2020 10:00:00 AM,1852,3163,9206,11919,11441,10123,7256,4639,4357,0
85,06/21/2020 10:00:00 AM,1880,3190,9273,11984,11493,10176,7284,4655,4371,0
86,06/22/2020 10:00:00 AM,1893,3216,9350,12029,11535,10224,7307,4667,4382,0
87,06/23/2020 10:00:00 AM,1907,3248,9459,12128,11591,10265,7338,4678,4393,0
88,06/24/2020 10:00:00 AM,1924,3268,9524,12204,11635,10317,7370,4696,4399,0
89,06/25/2020 10:00:00 AM,1937,3307,9616,12290,11708,10376,7408,4717,4418,0
90,06/26/2020 10:00:00 AM,1946,3334,9685,12360,11761,10424,7447,4726,4432,0
91,06/27/2020 10:00:00 AM,1955,3368,9749,12431,11815,10479,7479,4736,4438,0
92,06/28/2020 10:00:00 AM,1978,3408,9825,12484,11866,10521,7504,4748,4443,0
93,06/29/2020 10:00:00 AM,2006,3461,9917,12569,11948,10587,7550,4764,4452,0
94,06/30/2020 10:00:00 AM,2019,3481,9987,12625,11997,10634,7577,4777,4462,0
95,07/01/2020 10:00:00 AM,2042,3508,10056,12692,12054,10683,7619,4791,4473,0
96,07/02/2020 10:00:00 AM,2075,3558,10176,12811,12121,10731,7646,4819,4486,0
97,07/03/2020 10:00:00 AM,2098,3605,10264,12890,12183,10810,7708,4882,4521,0
98,07/04/2020 10:00:00 AM,2113,3637,10349,12969,12240,10864,7745,4893,4531,0
99,07/05/2020 10:00:00 AM,2129,3672,10422,13017,12288,10890,7765,4903,4546,0
100,07/06/2020 10:00:00 AM,2141,3700,10487,13069,12332,10926,7786,4913,4550,0
101,07/07/2020 10:00:00 AM,2155,3737,10578,13161,12406,10982,7837,4952,4588,0
102,07/08/2020 10:00:00 AM,2179,3786,10700,13255,12485,11031,7862,4967,4596,0
103,07/09/2020 10:00:00 AM,2192,3827,10854,13355,12566,11136,7920,4980,4617,0
104,07/10/2020 10:00:00 AM,2224,3879,10995,13441,12621,11177,7948,5005,4620,0
105,07/11/2020 10:00:00 AM,2243,3922,11145,13557,12688,11246,7993,5039,4634,0
106,07/12/2020 10:00:00 AM,2277,3975,11302,13695,12784,11323,8036,5066,4651,0
107,07/13/2020 10:00:00 AM,2297,4019,11422,13765,12840,11380,8065,5081,4658,0
108,07/14/2020 10:00:00 AM,2327,4084,11590,13905,12952,11467,8130,5119,4686,0
109,07/15/2020 10:00:00 AM,2355,4146,11783,14028,13067,11571,8200,5156,4710,0
110,07/16/2020 10:00:00 AM,2387,4207,11972,14183,13142,11639,8243,5173,4718,0
111,07/17/2020 10:00:00 AM,2427,4267,12178,14309,13248,11727,8286,5192,4737,0
112,07/18/2020 10:00:00 AM,2462,4352,12388,14466,13369,11832,8349,5226,4762,0
113,07/19/2020 10:00:00 AM,2496,4430,12646,14662,13500,11937,8416,5255,4789,0
114,07/20/2020 10:00:00 AM,2519,4486,12766,14768,13593,12023,8452,5277,4801,0
115,07/21/2020 10:00:00 AM,2552,4563,12983,14969,13711,12144,8507,5302,4814,0
116,07/22/2020 10:00:00 AM,2572,4613,13113,15065,13796,12210,8556,5363,4884,0
117,07/23/2020 10:00:00 AM,2592,4669,13325,15191,13881,12287,8615,5387,4889,0
118,07/24/2020 10:00:00 AM,2641,4750,13574,15387,14013,12395,8678,5419,4909,0
119,07/25/2020 10:00:00 AM,2695,4863,13914,15630,14193,12560,8775,5468,4956,0
120,07/26/2020 10:00:00 AM,2728,4927,14079,15779,14294,12644,8825,5496,4976,0
121,07/27/2020 10:00:00 AM,2777,5034,14378,16006,14449,12795,8926,5523,4988,0
122,07/28/2020 10:00:00 AM,2812,5112,14517,16122,14537,12879,8988,5552,5005,0
123,07/29/2020 10:00:00 AM,2839,5187,14706,16258,14646,12988,9048,5586,5027,0
124,07/30/2020 10:00:00 AM,2881,5299,14934,16432,14763,13068,9114,5640,5046,0
125,07/31/2020 10:00:00 AM,2943,5434,15184,16662,14935,13243,9187,5700,5058,0
126,08/01/2020 10:00:00 AM,2992,5536,15427,16837,15095,13371,9281,5748,5078,0
127,08/02/2020 10:00:00 AM,3034,5624,15631,17006,15232,13506,9350,5796,5095,0
128,08/03/2020 10:00:00 AM,3083,5720,15832,17180,15336,13625,9415,5835,5118,0
129,08/04/2020 10:00:00 AM,3109,5797,15990,17303,15442,13733,9465,5878,5137,0
130,08/05/2020 10:00:00 AM,3128,5852,16114,17395,15526,13821,9521,5908,5161,0
131,08/06/2020 10:00:00 AM,3147,5930,16244,17492,15620,13898,9565,5927,5182,0
132,08/07/2020 10:00:00 AM,3195,6022,16389,17645,15725,14017,9636,5971,5206,0
133,08/08/2020 10:00:00 AM,3237,6126,16542,17778,15846,14112,9689,6009,5242,0
134,08/09/2020 10:00:00 AM,3297,6211,16721,17958,15982,14256,9774,6053,5251,0
135,08/10/2020 10:00:00 AM,3328,6298,16891,18096,16105,14351,9842,6081,5266,0
136,08/11/2020 10:00:00 AM,3359,6367,17034,18193,16197,14427,9891,6098,5277,0
137,08/12/2020 10:00:00 AM,3379,6428,17166,18300,16270,14502,9933,6120,5286,0
138,08/13/2020 10:00:00 AM,3417,6514,17333,18428,16395,14597,10007,6163,5306,0
139,08/14/2020 10:00:00 AM,3453,6616,17470,18545,16516,14690,10071,6195,5319,0
140,08/15/2020 10:00:00 AM,3493,6698,17643,18676,16656,14803,10146,6233,5345,0
141,08/16/2020 10:00:00 AM,3520,6757,17756,18764,16726,14880,10191,6253,5365,0
142,08/17/2020 10:00:00 AM,3552,6797,17865,18860,16797,14951,10235,6279,5379,0
143,08/18/2020 10:00:00 AM,3583,6857,17968,18958,16872,15015,10290,6301,5391,0
144,08/19/2020 10:00:00 AM,3610,6902,18057,19042,16927,15064,10326,6324,5397,0
145,08/20/2020 10:00:00 AM,3643,6959,18168,19138,17017,15158,10385,6355,5406,0
146,08/21/2020 10:00:00 AM,3697,7050,18304,19247,17136,15243,10441,6373,5408,0
147,08/22/2020 10:00:00 AM,3716,7119,18459,19361,17222,15338,10486,6397,5425,0
148,08/23/2020 10:00:00 AM,3752,7208,18601,19467,17299,15406,10527,6410,5432,0
149,08/24/2020 10:00:00 AM,3788,7274,18736,19563,17377,15485,10563,6439,5444,0
150,08/25/2020 10:00:00 AM,3803,7322,18801,19635,17431,15559,10588,6455,5452,0
151,08/26/2020 10:00:00 AM,3827,7365,18902,19710,17505,15608,10623,6482,5464,0
152,08/27/2020 10:00:00 AM,3859,7445,19033,19806,17586,15691,10668,6498,5477,0
153,08/28/2020 10:00:00 AM,3878,7534,19164,19908,17680,15781,10719,6516,5484,0
154,08/29/2020 10:00:00 AM,3901,7606,19322,20016,17752,15886,10772,6542,5497,0
155,08/30/2020 10:00:00 AM,3924,7675,19447,20088,17817,15950,10809,6573,5508,0
156,08/31/2020 10:00:00 AM,3952,7741,19556,20158,17894,16003,10846,6585,5514,0
157,09/01/2020 10:00:00 AM,3983,7841,19708,20258,17963,16085,10895,6607,5523,0
158,09/02/2020 10:00:00 AM,4020,7908,19825,20322,18011,16138,10927,6630,5538,0
159,09/03/2020 10:00:00 AM,4038,8029,19998,20410,18102,16239,10995,6654,5547,0
160,09/04/2020 10:00:00 AM,4061,8189,20202,20531,18225,16339,11052,6675,5557,0
161,09/05/2020 10:00:00 AM,4096,8328,20396,20632,18312,16443,11111,6711,5578,0
162,09/06/2020 10:00:00 AM,4110,8412,20538,20704,18370,16505,11155,6737,5588,0
163,09/07/2020 10:00:00 AM,4146,8565,20741,20801,18454,16586,11204,6780,5606,0
164,09/08/2020 10:00:00 AM,4156,8637,20820,20851,18502,16634,11235,6790,5614,0
165,09/09/2020 10:00:00 AM,4172,8699,20902,20906,18539,16675,11259,6805,5618,0
166,09/10/2020 10:00:00 AM,4188,8770,21018,20968,18596,16759,11306,6830,5643,0
167,09/11/2020 10:00:00 AM,4209,8888,21184,21057,18688,16832,11352,6854,5660,0
168,09/12/2020 10:00:00 AM,4234,9075,21414,21139,18792,16915,11414,6878,5672,0
169,09/13/2020 10:00:00 AM,4258,9183,21564,21211,18866,16990,11458,6895,5685,0
170,09/14/2020 10:00:00 AM,4291,9288,21693,21279,18926,17067,11491,6916,5695,0
171,09/15/2020 10:00:00 AM,4321,9388,21850,21362,18982,17148,11548,6940,5706,0
172,09/16/2020 10:00:00 AM,4345,9518,21985,21457,19047,17222,11604,6981,5729,0
173,09/17/2020 10:00:00 AM,4366,9614,22145,21563,19115,17323,11645,7010,5738,0
174,09/18/2020 10:00:00 AM,4389,9707,22285,21649,19184,17402,11677,7026,5743,0
175,09/19/2020 10:00:00 AM,4415,9831,22458,21751,19269,17482,11737,7046,5755,0
176,09/20/2020 10:00:00 AM,4435,9911,22548,21812,19305,17540,11773,7063,5769,0
177,09/21/2020 10:00:00 AM,4448,9981,22649,21870,19370,17588,11805,7077,5780,0
178,09/22/2020 10:00:00 AM,4462,10015,22735,21933,19407,17645,11839,7091,5785,0
179,09/23/2020 10:00:00 AM,4487,10075,22823,21983,19460,17704,11871,7103,5791,0
180,09/24/2020 10:00:00 AM,4505,10140,22938,22064,19530,17784,11917,7122,5800,0
181,09/25/2020 10:00:00 AM,4532,10212,23055,22163,19617,17864,11962,7145,5809,0
182,09/26/2020 10:00:00 AM,4558,10290,23195,22265,19691,17965,12026,7167,5815,0
183,09/27/2020 10:00:00 AM,4585,10361,23291,22328,19742,18021,12060,7183,5832,0
184,09/28/2020 10:00:00 AM,4616,10435,23386,22405,19804,18091,12096,7206,5841,0
185,09/29/2020 10:00:00 AM,4635,10483,23471,22484,19865,18153,12137,7231,5852,0
186,09/30/2020 10:00:00 AM,4656,10521,23564,22550,19913,18223,12175,7262,5861,0
187,10/01/2020 10:00:00 AM,4689,10681,23741,22654,20006,18322,12239,7303,5875,0
188,10/02/2020 10:00:00 AM,4723,10781,23880,22770,20106,18419,12312,7342,5889,0
189,10/03/2020 10:00:00 AM,4751,10858,24012,22859,20196,18490,12368,7374,5911,0
190,10/04/2020 10:00:00 AM,4777,10918,24113,22934,20267,18546,12419,7394,5922,0
191,10/05/2020 10:00:00 AM,4813,10981,24196,23012,20351,18606,12471,7424,5937,0
192,10/06/2020 10:00:00 AM,4825,11030,24274,23085,20405,18677,12509,7443,5956,0
193,10/07/2020 10:00:00 AM,4848,11082,24365,23156,20469,18749,12553,7475,5967,0
194,10/08/2020 10:00:00 AM,4886,11199,24524,23259,20588,18853,12626,7507,5983,0
195,10/09/2020 10:00:00 AM,4924,11283,24663,23393,20690,18965,12691,7550,6000,0
196,10/10/2020 10:00:00 AM,4957,11358,24778,23506,20775,19055,12766,7583,6017,0
197,10/11/2020 10:00:00 AM,4983,11407,24882,23603,20854,19143,12842,7614,6029,0
198,10/12/2020 10:00:00 AM,5016,11483,24972,23672,20929,19221,12889,7639,6040,0
199,10/13/2020 10:00:00 AM,5048,11539,25068,23751,20994,19294,12937,7662,6050,0
200,10/14/2020 10:00:00 AM,5072,11596,25174,23855,21074,19373,13005,7695,6074,0
201,10/15/2020 10:00:00 AM,5104,11662,25277,23966,21175,19463,13076,7725,6100,0
202,10/16/2020 10:00:00 AM,5156,11729,25415,24133,21291,19572,13149,7759,6125,0
203,10/17/2020 10:00:00 AM,5203,11796,25581,24286,21419,19673,13232,7794,6143,0
